E_keV,M
0.005164123530812397,20359.68478541271
0.005227543464539198,19814.283418401035
0.005291742250276396,19389.249795866646
0.005356729453004881,18969.905558918173
0.005422514755171836,18556.515564906214
0.005489107958133326,18149.309943508266
0.005556518983614606,17748.48235155881
0.005624757875188355,17354.195238273227
0.005693834799771069,16966.577747706062
0.005763760049137834,16585.735286495314
0.005834544041455694,16211.748394533097
0.005906197322835857,15844.671793626527
0.00597873056890496,101.67033068265312
0.0060521545863956305,16.754083172517404
0.006126480314756584,16.24990061569236
0.00620171882778249,15.793011596200174
0.006277881335263861,15.55587920025375
0.006354979184657196,15.365652725205923
0.006433023862775644,15.234490856409138
0.006512026997500421,15.178029770472257
0.006592000359513248,15.216199833667778
0.006672955864050067,15.374186082108839
0.0067549055726762956,15.67763008540649
0.006837861695083874,16.168597022943956
0.006921836590910394,16.904407268995058
0.007006842771580557,17.937208383144476
0.0070928929021702595,19.33779032600324
0.007179999803293551,21.1906560881968
0.007268176453012789,23.59566146944695
0.007357435988772239,26.669628398580926
0.00744779170935542,30.547555286130848
0.007539257076866495,35.38376401125908
0.007631845718735984,13.869588131335538
0.007725571429751122,10.738069299480275
0.00782044817411115,10.813298360957663
0.007916490087507822,9.678708884789433
0.00801371147923151,9.407154090290298
0.008112126834303122,8.854844142928311
0.008211750815632239,8.45010723818651
0.008312598266201742,8.27371720607594
0.00841468421127926,8.099550560322285
0.0085180238606558,7.928136207530722
0.008622632610911842,7.759390080198435
0.008728526047711281,7.5938078353109875
0.008835719948123539,7.431815034351172
0.008944230282974188,7.27306334568183
0.009054073219224445,7.117538921336092
0.009165265122379885,6.965209846264302
0.009277822558928745,6.816032865833191
0.009391762298810164,6.669957472329373
0.009507101317912737,6.526928573266864
0.009623856800603748,6.386888182370232
0.00974204614228948,6.249776638919311
0.009861686952006947,6.11553353690213
0.009982797055047482,5.984098358638487
0.010105394495612508,5.855410917768899
0.010229497539501954,5.7294114686287605
0.010355124676835678,5.5201172907151355
0.010482294624808316,5.318098302161953
0.010611026330477944,5.200861614707398
0.010741338973589018,5.086068443390239
0.010873251969429952,4.973666694610788
0.011006784971725806,4.863605607026993
0.011141957875566506,4.7558357098079
0.011278790820371,4.037961789682369
0.011417304192887837,3.490179684961782
0.011557518630232595,3.4157657947495768
0.011699455022962595,3.34316133657128
0.011843134518189396,3.272305016744796
0.011988578522729505,3.203138832154026
0.012135808706293775,3.1356070843994575
0.012284847004715967,3.069656948511944
0.012435715623220996,3.0052383730274452
0.012588437039733264,2.9423035081699216
0.01274303400822567,2.880807166932237
0.012899529562109702,2.8190240894630505
0.013057947017667201,2.758749646781353
0.013218309977524255,2.7015492074168765
0.01338064233416775,2.645611885870557
0.013544968273505117,4.2721082260652285e-109
0.01371131227846779,2.1327337761939836e-214
0.013879699132658924,1.5542917311885183e-207
0.014050153924045891,6.923246136279543e-201
0.014222702048698164,1.912916099266841e-194
0.014397369214571049,3.3260847136611313e-188
0.014574181445335933,3.513965534235383e-182
0.014753165084257558,2.399848451711015e-176
0.014934346798118881,1.1274855091577378e-170
0.01511775358119418,3.5167062240873276e-165
0.015303412759270933,7.373041451944565e-160
0.015491351993721076,1.96505063412438e-158
0.01568159928562228,4.049719273845388e-160
0.015874182979929832,1.3626590400472992e-160
0.016069131769699752,4.416152287275934e-160
0.016266474700363784,1.1198222571721048e-158
0.01646624117405685,1.7746932563910085e-156
0.01666846095399769,1.373637070793445e-153
0.016873164168923302,3.965279871750216e-150
0.017080381317577803,3.181568773061169e-146
0.01729014327325644,5.1544519435986615e-142
0.017502481288405414,1.1923503392410036e-137
0.017717426999278182,2.7069913866135483e-133
0.017935012430648933,6.10132862687963e-138
0.01815527000058397,1.6904962035342357e-142
0.018378232525271695,4.4899445201550216e-138
0.018603933223911864,8.882733648625526e-134
0.018832405723664923,1.3191417625847046e-129
0.019063684064662155,1.481693860806046e-125
0.019297802705077284,1.2681011285116045e-121
0.0195347965262604,8.329312547611286e-118
0.019774700837934967,4.2284636384001025e-114
0.02001755138345859,1.6705526815897064e-110
0.020263384345148426,5.170794812906857e-107
0.020512236349671992,1.2621764585712687e-103
0.020764144473504196,2.445270852247077e-100
0.021019146248451318,3.7834639704702546e-97
0.02127727966724291,4.703858465876894e-94
0.021538583189192335,4.5936078236904744e-91
0.021803095745926794,3.6455233798867277e-88
0.022070856747187787,2.4332234161128512e-85
0.02234190608670275,1.3352711702354968e-82
0.02261628414812883,6.057068355481282e-80
0.022894031811069644,2.283195056201125e-77
0.023175190457165953,7.18847729428612e-75
0.02345980197626109,1.8998291599054647e-72
0.023747908772642143,4.235374411026875e-70
0.02403955377135776,8.002606500006745e-68
0.024334780424613584,1.2874918833476242e-65
0.024633632718246163,3.2863537215550763e-79
0.024936155178276426,1.4874140888742717e-92
0.02524239287754361,6.242790744787987e-90
0.025552391442420663,2.1328825028746408e-87
0.025866197059612142,6.031962104937889e-85
0.02618385648303552,1.4322126039145448e-82
0.02650541704078712,2.889528984216563e-80
0.02683092664219348,5.004214996139249e-78
0.027160433784949395,7.503834083700493e-76
0.02749398756234358,9.814235777052815e-74
0.027831637670573083,1.1266118232742128e-71
0.028173434416147527,1.1412095505530022e-69
0.028519428723384282,1.0247926027945615e-67
0.02886967214199567,8.190815878521018e-66
0.029224216854769378,5.847411094335083e-64
0.029583115685343164,3.7401979322301026e-62
0.029946422106075052,1.251326320073896e-60
0.030314190246010175,4.205830581788412e-59
0.030686474898945493,2.4191633542206337e-57
0.031063331531593498,1.2331283039853597e-55
0.0314448162918462,5.588361887043497e-54
0.03183098601714063,2.258635565783544e-52
0.03222189824292703,8.165883290256787e-51
0.03261761121124107,2.648687816676867e-49
0.03301818387938134,7.729912964816623e-48
0.033423675928693386,2.0354251628651798e-46
0.033834147773461665,4.849207394329146e-45
0.03424966056991062,1.048046769687838e-43
0.034670276225316425,2.0604617284549037e-42
0.03509605740723048,3.6947419171877936e-41
0.03552706755281629,6.058195151075283e-40
0.03596337087830098,9.106455285406487e-39
0.036405032388542855,1.2580328577874074e-37
0.03685211788671649,1.601189364864827e-36
0.03730469398411672,1.8821516282036565e-35
0.03776282811008313,2.0481491840960684e-34
0.03822658852204626,2.0679275028260904e-33
0.03869604431569736,1.9418280785063984e-32
0.039171265435282945,1.699816969061171e-31
0.03965232268402574,1.3900077927235899e-30
0.04013928773467376,1.0641039754700668e-29
0.04063223314017872,7.642006285734897e-29
0.04113123234450578,5.159036261170902e-28
0.04163635969357596,3.2803887997559715e-27
0.04214769044634291,1.968389949679647e-26
0.04266530078600578,1.1166957865175824e-25
0.043189267831359714,6.000407979617601e-25
0.04371966964828585,3.0592037337499293e-24
0.044256585261382306,1.4823546640989477e-23
0.04480009466573806,6.837874408659414e-23
0.04535027883885147,3.0074563068564954e-22
0.04590721975269507,1.263121590642716e-21
0.04647100038592861,5.073306221787899e-21
0.04704170473626202,1.9513859216997152e-20
0.047619417832970246,7.197484597418233e-20
0.0482042257495618,2.5489001897911545e-19
0.0487962156166028,8.677146042946419e-19
0.04939547563469862,2.8428447157327818e-18
0.050002095087634826,8.973095447446278e-18
0.05061616435567965,2.7312042232092673e-17
0.051237774929049705,8.023424681668613e-17
0.051867019421541136,2.2765295756858507e-16
0.05250399158432814,6.242168062432198e-16
0.05314878631993098,1.6545751512613912e-15
0.05380149969635552,4.239559652449485e-15
0.05446222896140636,1.0495578555138957e-14
0.05513107255717581,2.504841777742324e-14
0.05580813013471084,5.749836756672053e-14
0.05649350256886006,1.2628736145521682e-13
0.05718729197330298,2.617622310524897e-13
0.05788960171576406,4.956342982899534e-13
0.05860053643341344,7.700878549556037e-13
0.059320202048456824,4.652796893927029e-13
0.060048705783916786,1.479925840588709e-11
0.060786156179608045,2.805519900025123e-10
0.06153266310830875,9.088147813137673e-11
0.0622883377921304,1.1035298312661989e-10
0.06305329281908886,9.531282236052361e-11
0.06382764215987896,1.8169862640702864e-10
0.06461150118485483,8.479877115991025e-10
0.06540498668121902,1.7213777027180607e-09
0.06620821687042261,2.412674093921603e-09
0.06702131142577908,3.8674519096937735e-09
0.06784439149029443,6.301137246770189e-09
0.06867757969471616,1.0250223230849521e-08
0.0695210001758042,1.6551780250373613e-08
0.07037477859482606,2.6462276124587814e-08
0.07123904215627888,4.183274080858411e-08
0.07211391962684185,6.534901771902154e-08
0.07299954135456119,1.0084899015515613e-07
0.07389603928827056,1.5373160763399923e-07
0.07480354699725017,2.3148595688206479e-07
0.07572219969112733,3.4434923056924473e-07
0.07665213424002132,5.061191583392469e-07
0.07759348919493568,7.351340307488965e-07
0.07854640480840085,1.0554313406563534e-06
0.07951102305537054,1.4980999237756756e-06
0.08048748765437455,2.102528354260844e-06
0.08147594408893126,2.9187003157480826e-06
0.08247653962922338,4.009035903938482e-06
0.08348942335403975,5.449428521741603e-06
0.08451474617298657,7.351297116743859e-06
0.08555266084897128,9.81612036551175e-06
0.08660332202096295,1.294407180064884e-05
0.08766688622703189,1.690938072070181e-05
0.0887435119276721,2.18898015993909e-05
0.08983335952941043,2.8089228646766744e-05
0.09093659140870569,3.573908201715449e-05
0.09205337193614094,4.5099287925542766e-05
0.09318386750091306,5.645876491242305e-05
0.09432824653562316,7.010801534703231e-05
0.09548667954137147,8.640714626934466e-05
0.09665933911316012,0.0001057667959809561
0.09784639996560812,0.0001285569900452141
0.0990480389589822,0.00015519670418377823
0.10026443512554722,0.00018612312391937938
0.10149576969624002,0.00022178730324965343
0.10274222612767117,0.0002626491796339586
0.1040039901294583,0.00030908596757192066
0.10528124969189474,0.00036161364769553755
0.10657419511395835,0.00041995281660687145
0.10788301903166411,0.0004850156996648988
0.10920791644676503,0.0005582429053355275
0.11054908475580555,0.000639218359068489
0.11190672377953137,0.0007282849107272148
0.11328103579266106,0.0008257427013134633
0.11467222555402293,0.0009318426767059448
0.11608050033706185,0.0010467828222402034
0.11750606996072113,0.0011707026697917484
0.11894914682070348,0.001303677630977213
0.12040994592111577,0.00144571776862377
0.1218886849065024,0.0015967649116481652
0.12338558409427244,0.0017566914830660077
0.12490086650752458,0.0019252254629161943
0.12643475790827524,0.0021021594967002882
0.12798748683109507,0.0022872481179569966
0.12955928461715827,0.0024800168333954306
0.1311503854487101,0.0026800038644631545
0.13276102638395773,0.0028866893996846365
0.13439144739238934,0.0030994999514155634
0.13604189139052764,0.0033178138579918076
0.1377126042781217,0.0035409673691311695
0.13940383497478354,0.0037682602360909704
0.1411158354570748,0.003998962244605878
0.14284886079604886,0.004232320044498643
0.1446031691952535,0.0044675632145627624
0.14637902202920103,0.00470391124130199
0.14817668388231037,0.0049405801603781725
0.14999642258832757,0.005176788605126942
0.15183850927023013,0.005411763715819208
0.15370321838062184,0.005644746869766829
0.15559082774262356,0.005873281151781256
0.15750161859126605,0.006098221447756098
0.1594358756153908,0.006320749260315354
0.16139388700006652,0.006538496432119819
0.1633759444695254,0.006750846299344769
0.16538234333062724,0.006957221309516177
0.16741338251685703,0.007157085226622466
0.1694693646328635,0.007331398613313068
0.17155059599954398,0.0074975704856628834
0.17365738669968298,0.007674590581451369
0.17579005062415162,0.007843469965850407
0.17794890551867437,0.008003897733461154
0.18013427303116997,0.008155607774066837
0.1823464787596733,0.008298378535386843
0.184585852300847,0.00843203188212499
0.1868527272990877,0.008556432341187258
0.18914744149623555,0.00867148502825225
0.1914703367818946,0.008777133947094838
0.19382175924437112,0.008873360802795527
0.19620205922223716,0.008960182409264465
0.19861159135652723,0.00903764889091941
0.20105071464357682,0.009105841274506468
0.20351979248850902,0.00916486939750882
0.20601919275937808,0.00921486967676029
0.20854928784197832,0.009255763471858924
0.21111045469532602,0.00928797417286679
0.21370307490782245,0.009311947019324427
0.21632753475410654,0.009327658073841564
0.21898422525260616,0.009335342742887295
0.22167354222379607,0.00933524968152557
0.2243958863491712,0.009327638966312665
0.22715166323094388,0.009312780389284164
0.229941283452475,0.009290951314097344
0.23276516263944666,0.009262435139115219
0.23562372152178615,0.00922560794214161
0.23851738599635053,0.009182694002837596
0.24144658719038128,0.009135889328210956
0.24441176152573799,0.009083565394573284
0.24741335078392035,0.009026013670176218
0.25045180217188967,0.008958620142690884
0.2535275683886982,0.008886808437642238
0.25664110769293697,0.008815680078707755
0.259792883971011,0.008740447350290018
0.2629833668062549,0.008661384081557566
0.2662130315488952,0.008578758087164531
0.26948235938687315,0.008492830997665818
0.2727918374175369,0.008403857346777273
0.2761419587202143,0.00831208426922453
0.2795332224296768,0.008217735300217334
0.28296613381050506,0.008121059181407302
0.2864412043323692,0.008022295659886691
0.2899589517462322,0.007841242532569917
0.29351990016148943,0.007665380875487624
0.2971245801240562,0.007566994964776904
0.3007735286954135,0.00746720954825265
0.30446728953262553,0.0073662026006789194
0.3082064129693379,0.007264144480870779
0.3119914560977727,0.007161198076477152
0.31582298285173005,0.007057518655527819
0.3197015640906082,0.006953254102372846
0.32362777768445516,0.006848545017355722
0.32760220860006706,0.006743275588811755
0.33162544898814156,0.006637831187130209
0.3356980982715022,0.0065325726982818815
0.33982076323440685,0.0064273618662005465
0.3439940581129526,0.006322305015748285
0.3482186046865906,0.006217502174777058
0.3524950323707651,0.0061120375519057805
0.3568239783106899,0.00600705448729749
0.361206087476277,0.005903615425279265
0.36564201275823077,0.0058007706100856584
0.37013241506532135,0.005698591330271612
0.37467796342285464,0.005597143865250549
0.37927933507234973,0.005496489557483394
0.3839372155724411,0.005396685051379133
0.38865229890102015,0.005297782517257292
0.3934252875586315,0.005199829829882878
0.398256892673138,0.0051028707929521265
0.40314783410567173,0.004994297863899276
0.40809884055788614,0.004887611313683131
0.41311064968052613,0.004794920516526001
0.4181840081833297,0.004703322694270933
0.4233196719462804,0.004612844741275167
0.4285184061322267,0.004523510581292355
0.43378098530088294,0.004435341303170809
0.439108193524231,0.004348355278011262
0.4445008245033394,0.004262494928655028
0.44995968168661726,0.004177850603269024
0.45548557838952,0.0040945044109414516
0.4610793379157241,0.004012391017746578
0.4667417936797929,0.003931517514156573
0.4724737893313463,0.0038518890828369494
0.4782761788807558,0.0037735091581002985
0.48414982682638363,0.003696379536267829
0.49009560828338544,0.003620370582458672
0.4961144091140928,0.0035456369911285295
0.5022071260599978,0.003472318198150656
0.5083746668753588,0.003400262873428276
0.5146179504624475,0.00332939682672079
0.5209379070084554,0.0032584969886872935
0.5273354781240822,0.003187705003706448
0.5338116169838276,0.003121571261297295
0.5403672884680041,0.0030462746148537875
0.5470034693064942,0.002938456412164062
0.5537211482242737,0.0028513340795901735
0.5605213260887227,0.0027990415782805787
0.5674050160587444,0.0027438968219003737
0.5743732437357147,0.0026884954609849715
0.5814270473162879,0.0026332794285195537
0.5885674777470772,0.0025782402490111345
0.5957955988812358,0.002523733270651415
0.6031124876369591,0.002470292139466587
0.6105192341579363,0.002417847330785985
0.6180169419757706,0.0023663872739810073
0.6256067281743938,0.0023159001513450364
0.6332897235565005,0.0022663739214202187
0.6410670728120281,0.0022177963282989347
0.6489399346887033,0.002170154939412527
0.6569094821646826,0.002123437169939766
0.664976902623317,0.0020776302978752796
0.6731433980300585,0.002032721494265815
0.6814101851115412,0.0019886978455402604
0.6897784955368618,0.0019455463533294064
0.6982495761010863,0.0019032279434015701
0.7068246889110101,0.0018556350258481155
0.7155051115731985,0.001810608082114967
0.7242921373843375,0.0017734803800758074
0.7331870755239236,0.0017361334214657325
0.7421912512493173,0.001698579901947909
0.7513060060931925,0.001661561954809174
0.7605326980634137,0.0016252251588041488
0.7698727018453644,0.0015896254571881564
0.7793274090067608,0.0015547509361919889
0.7888982282049825,0.0015205897093650926
0.7985865853969489,0.0014870974299317455
0.8083939240515726,0.0014542690388991706
0.81832170536482,0.0014221278133061677
0.8283714084774166,0.0013906590092101169
0.8385445306952248,0.001359850479088715
0.8488425877123269,0.0013296902036378166
0.8592671138368466,0.0012999249667416096
0.8698196622195494,0.001269183106034922
0.880501805085244,0.0012393445848784333
0.8913151339670284,0.0012117573457895543
0.9022612599434128,0.0011848207022230708
0.9133418138783549,0.0011584566411953646
0.9245584466642423,0.0011326543255872862
0.9359128294678576,0.001107402508425481
0.9474066539793669,0.0010826913665648778
0.9590416326643652,0.0010585112879910627
0.9708194990190164,0.0010348518425220346
0.9827420078283255,0.0010117036622342749
0.9948109354275867,0.000989058035009037
1.007028079967038,0.001334976808376778
1.019395261679767,0.0013135079490963959
1.0319143231529102,0.0014399180439565432
1.0445871296021778,0.0014432962571233436
1.0574155691497535,0.0013359328015315353
1.0704015531056048,0.0012929295239776286
1.083547016252251,0.0012416912119472276
1.0968539171330247,0.0012233882338865438
1.1103242383438763,0.0012067605883964569
1.1239599868287602,0.0011894373677203815
1.137763194178651,0.0012101990302762905
1.1517359169342305,0.0011992041193443187
1.1658802368922885,0.0011843637592993041
1.180198261415893,0.0011706766615525684
1.1946921237483663,0.0011613291068955527
1.2093639833311163,0.0011560024283187816
1.22421602612537,0.0014677387521475572
1.2392504649378635,0.004518265725237502
1.2544695397505268,0.0027570632966475586
1.2698755180542167,0.0012102657080754692
1.2854706951865529,0.0012343619434642449
1.3012573946739003,0.001299384129625006
1.3172379685775513,0.001240807089133935
1.3334147978441575,0.0011687759474565268
1.349790292660469,0.0011929609295889972
1.366366892812429,0.001241314679296683
1.3831470680486766,0.0012793954191009467
1.4001333184485127,0.0013623439169139202
1.417328174794391,0.0014285114315554703
1.434734198948978,0.0014910171156886482
1.4523539842368418,0.0015779198311696753
1.4701901558308363,0.0018561983003565715
1.4882453711432242,0.0022129228235780577
1.5065223202216043,0.0020518314111380494
1.5250237261497017,0.002240989242100882
1.5437523454530817,0.0024556869484248377
1.5627109685098444,0.0027128942151818593
1.581902419966361,0.0029727647296323265
1.60132955915812,0.0032893485740336393
1.6209952805357413,0.003644805153041292
1.6409025140962181,0.00405373606793493
1.661054225819457,0.00452004875211903
1.6814534181101801,0.005003540873610544
1.7021031302452563,0.005508877395979877
1.7230064388265203,0.010214626083660928
1.7441664582391536,0.01048727877937184
1.7655863411157031,0.007497480319312396
1.787269278805788,0.00820153268660449
1.8092185018515776,0.008954018225335708
1.8314372804691135,0.009927959758436992
1.853928925035538,0.009742560272831368
1.8766967865823085,0.009346688933911693
1.8997442572944643,0.01016653215077929
1.923074771016031,0.01103602163843361
1.9466918037616305,0.011942468701955906
1.9705988742343716,0.012894642264058944
1.9947995443500979,0.013882429977188313
2.019297419768084,0.014971860316173497
2.044096150428241,0.016040124722616213
2.0691994310949173,0.017114325136290496
2.094611001907386,0.018221863808367794
2.120334648937087,0.01937937392941731
2.1463742047517167,0.020542563808382847
2.1727335489862374,0.021751153392796013
2.199416608920907,0.022927188914487032
2.2264273600664053,0.024156125161374983
2.2537698267561472,0.02534352100919042
2.2814480827458623,0.026595159807591754
2.3094662518205507,0.03069297729336019
2.337828508408883,0.031456474622267534
2.366539078205147,0.03014315278695303
2.395602238798837,0.031308790962832525
2.4250223203119714,0.03251374425074442
2.4548037060442387,0.033659686830543545
2.4849508331260606,0.032914948178852016
2.5154681931796876,0.0320236672551718
2.546360332988404,0.03299924071432805
2.5776318551739466,0.03406785339568546
2.609287418882258,0.03508253549119193
2.64133174047765,0.03591683027037636
2.6737695942454973,0.03682659797140975
2.706605813103553,0.037683137733731144
2.739845289322007,0.03851645194612205
2.7734929752523922,0.03931698417666397
2.8075538840654293,0.04006057351626369
2.8420330904979365,0.04076434274952929
2.876935731608924,0.041441783296180014
2.91226700754496,0.042100618058863774
2.948032182314937,0.04359687516901978
2.9842365845743615,0.04374260981487169
3.0208856084192703,0.04363910189797767
3.057984714189897,0.044091676790771556
3.0955394292842096,0.04451374930557307
3.1335553489814334,0.04487586035649094
3.1720381372756923,0.04531472716356879
3.2109935277198995,0.045043539310939566
3.2504273242799817,0.04487993652373345
3.2903454021996232,0.04514891898213609
3.3307537088756183,0.04527208463749045
3.371658264743968,0.04537651538810823
3.4130651641768814,0.04545772542971693
3.454980576390753,0.04550971382936904
3.4974107463653286,0.04551377601634897
3.540361995774152,0.045516059466556964
3.5838407239264125,0.04544452105649612
3.627853408720391,0.045336310467421405
3.672406607608607,0.045493743028995635
3.717506958574799,0.04584962480831374
3.7631611811229284,0.04487093356212849
3.8093760772783165,0.04465673596098528
3.856158532601075,0.04441617438016796
3.9035155172120017,0.0441535742603725
3.951454086831033,0.04391606448756681
3.9999813838284934,0.04359166225726653
4.0491046382892435,0.04301068538550531
4.098831169089872,0.04245740995013042
4.149168384989144,0.04210404319291208
4.200123785731845,0.04174194544025096
4.251704963166144,0.041357505417762855
4.303919602374727,0.04095837129594796
4.356775482819777,0.04054556459584699
4.410280479502051,0.040074015621392886
4.464442564134179,0.03961645399853257
4.519269806328357,0.03917800652132713
4.574770374798642,0.03873284795979074
4.6309525385780255,0.0382169906829269
4.687824668250412,0.03774415168254575
4.745395237197767,0.03723607623086469
4.803672822862573,0.03674062593843698
4.862666108025769,0.0362565192765071
4.922383882100405,0.03575936445958423
4.982835042441176,0.035207966527176796
5.044028595670037,0.034703496331118855
5.105973659018118,0.03420023413184855
5.168679461684071,0.03362859149874289
5.2321553462091455,0.03311920001152733
5.296410769869144,0.032597965561044426
5.361455306083441,0.03210292984199621
5.427298645841331,0.031702725917522226
5.493950599145917,0.031030541124046875
5.561421096475664,0.030495798049678682
5.629720190263964,0.02998191286975847
5.698858056396848,0.029474724148708727
5.768844995729079,0.028978978044360733
5.839691435618905,0.02848592374014657
5.911407931481595,0.02803026588679231
5.98400516836211,0.02743008597461511
6.057493962527084,0.026910445957599453
6.131885263076306,0.026428406736828985
6.207190153574045,0.025962889531961363
6.2834198537004085,0.02572677009134064
6.360585720922927,0.030975554287620572
6.438699252188723,0.032476114783597416
6.517772085637458,0.024044774881799593
6.597816002335264,0.02355637677603461
6.678842928030033,0.023097848448283116
6.760864934928221,0.022638565514780325
6.843894243493487,0.022214589695010195
6.927943224267446,0.021806788924658097
7.013024399712716,0.022823774986065633
7.0991504460786565,0.020146861230942312
7.186334195290032,0.018727982729223068
7.274588636858793,0.01838015280380515
7.363926919819411,0.01804709643412639
7.454362354687968,0.018121723555073382
7.545908415445252,0.01739314330676854
7.638578741544283,0.017077113539958895
7.73238713994243,0.016757632777716355
7.827347587158523,0.016450918551818034
7.92347423135523,0.016147934123044345
8.020781394446955,0.015847996316644606
8.119283574233682,0.015541171471121318
8.21899544656103,0.01524969900927032
8.319931867506753,0.014958329086126362
8.422107875594177,0.014616478270421897
8.525538694032818,0.014330477865161059
8.630239732986428,0.014039912447588345
8.736226591869007,0.01376815348314667
8.843515061668935,0.013506353620334201
8.952121127301673,0.013225289154712248
9.062060969991391,0.012969242434162526
9.173350969681753,0.012692559114199727
9.286007707476394,0.012444582690179198
9.40004796810937,0.012187480568633693
9.515488742445857,0.011942328538660132
9.632347230013654,0.01169415189246918
9.75064084156576,0.011461998357774832
9.870387201674358,0.011213874217161445
9.991604151356736,0.010982899935472322
10.114309750733405,0.010749195777657225
10.238522281718872,0.010518626096521492
10.364260250745506,0.010302432690859852
10.491542391520749,0.010082164843488214
10.620387667818287,0.0098765962077834
10.750815276303483,0.009651167064406906
10.88284464939344,0.00945195622839989
11.016495458152267,0.009247183955689653
